ID_Credit;Customer_ID;LoanDate;B_M;City;age;Time_experience;Activity;BankingExp;OtherIncome;SectBalance;Exp;Income;Delincuency_Hist;score_1;score_2;score_3;score_4;Cupo_solicitado;Cupo_aprobado;Canal_cobranza;Resultado_cobranza
1479;1087159;2015-05-24 00:00:00;0;NEW YORK;35;8;Pensionado;S;S;7600;7159;19552;0;656;727;679;538;16555;8328;Ninguno;No aplica
1480;1024442;2016-03-05 00:00:00;0;545454;50;0;Empleado;S;S;11500;500;1500;1;678;682;590;757;26874;19939;Ninguno;No aplica
1481;1065090;2016-04-07 00:00:00;0;ATLANTHIC SOUTH;70;0;independiente;S;S;5000;380;1450;0;736;626;625;674;18081;10155;Ninguno;No aplica
1482;1046983;2014-10-03 00:00:00;1;545454;55;0;independiente;S;S;7000;400;1400;2;481;541;543;802;25508;16678;Call center;Promesa de pago
1483;1094736;2018-10-03 00:00:00;0;NEW YORK;52;0;Empleado;S;N;6250;240;850;3;786;647;636;635;29724;28625;Ninguno;No aplica
1484;1004135;2019-08-06 00:00:00;0;545454;32;0;Pensionado;S;N;1500;450;1300;3;680;661;629;649;25234;14657;Ninguno;No aplica
1485;1092495;2016-07-17 00:00:00;0;NEW ENGALND;32;0;Empleado;S;S;9000;646;1533;0;711;696;671;734;26799;26341;Ninguno;No aplica
1486;1057650;2019-07-26 00:00:00;1;NEW YORK;47;0;Pensionado;S;S;5000;300;1000;1;547;623;606;786;29063;17522;Correo;No contactado
1487;1094160;2018-06-25 00:00:00;0;ATLANTHIC SOUTH;46;0;Empleado;S;S;5600;430;1300;0;629;677;656;742;11819;10292;Ninguno;No aplica
1488;1085052;2019-06-15 00:00:00;1;NEW YORK;59;0;Pensionado;S;S;5000;520;1300;1;412;581;627;693;29762;23016;SMS;Pago parcial
1489;1073048;2017-08-04 00:00:00;0;ATLANTHIC SOUTH;56;2.5;independiente;S;S;7000;400;1500;0;624;689;627;725;16046;15119;Ninguno;No aplica
1490;1075250;2014-09-20 00:00:00;1;ATLANTHIC SOUTH;61;2.5;independiente;S;S;13000;800;2050;0;563;549;656;820;22717;17651;Correo;No contactado
1491;1000222;2016-08-25 00:00:00;1;CHICAGO;32;0;independiente;N;S;7500;100;1000;0;472;524;653;711;25534;19592;Correo;No contactado
1492;1065987;2016-02-08 00:00:00;0;NEW YORK;37;0;independiente;S;N;5000;1029;1481;1;828;575;703;624;28150;16826;Ninguno;No aplica
1493;1008721;2016-07-24 00:00:00;1;CHICAGO;38;0;independiente;S;N;9500;513;2500;0;472;538;642;841;7711;4496;SMS;Pago parcial
1494;1033699;2016-06-26 00:00:00;0;NEW ENGALND;51;0;Empleado;S;S;8000;497;1200;1;709;708;626;611;9853;9442;Ninguno;No aplica
1495;1066182;2015-03-09 00:00:00;0;NEW YORK;27;0;independiente;N;S;3750;110;400;0;777;638;637;727;27596;18322;Ninguno;No aplica
1496;1050686;2018-09-29 00:00:00;0;NEW YORK;53;0;Pensionado;S;S;6400;297;1700;0;800;666;600;665;28863;19801;Ninguno;No aplica
1497;1022492;2015-01-13 00:00:00;1;NEW YORK;62;0;independiente;S;S;6250;1052;1170;0;603;608;625;554;26792;23575;SMS;Pago parcial
1498;1073574;2018-12-29 00:00:00;1;NEW YORK;45;0;Empleado;S;S;5000;900;2000;3;560;611;792;822;12715;8512;SMS;Pago parcial
1499;1090217;2019-07-01 00:00:00;1;545454;64;0;Empleado;S;S;9000;380;1500;2;551;515;586;472;13942;13608;Call center;Promesa de pago
1500;1093685;2014-09-09 00:00:00;1;NEW ENGALND;59;0;independiente;N;S;5700;1500;2400;0;530;640;630;541;20507;17820;Correo;No contactado
1501;1064252;2016-09-27 00:00:00;0;NEW ENGALND;45;0;Pensionado;S;S;8000;330;1990;0;739;748;623;717;20826;16634;Ninguno;No aplica
1502;1051160;2018-05-01 00:00:00;0;ATLANTHIC SOUTH;26;0;independiente;S;S;7500;600;1100;0;672;612;633;717;6762;6359;Ninguno;No aplica
1503;1015433;2016-10-20 00:00:00;1;NEW YORK;28;0;Empleado;S;S;8000;400;1000;1;459;531;627;663;20850;10942;Whatsapp;Sin gestión
1504;1073493;2015-07-24 00:00:00;0;NEW YORK;47;0;Empleado;N;S;2500;225;425;0;700;751;670;683;17112;10755;Ninguno;No aplica
1505;1099598;2015-01-15 00:00:00;0;CHICAGO;63;0;Empleado;S;S;5000;748;960;4;691;671;530;442;28485;20866;Ninguno;No aplica
1506;1005695;2019-11-23 00:00:00;0;ATLANTHIC SOUTH;24;0;Pensionado;S;S;7500;470;1200;0;677;547;723;734;29058;17827;Ninguno;No aplica
1507;1098922;2017-11-09 00:00:00;1;ATLANTHIC SOUTH;56;0;Empleado;N;S;10000;600;1200;1;535;496;694;742;17652;15392;SMS;Pago parcial
1508;1098560;2017-07-22 00:00:00;1;NEW YORK;48;0;Pensionado;S;N;3200;410;850;0;548;565;563;716;11122;10673;SMS;Pago parcial
1509;1070097;2014-07-05 00:00:00;0;545454;62;0;Empleado;S;S;3300;730;1980;1;704;610;491;672;5481;3902;Ninguno;No aplica
1510;1048507;2014-11-22 00:00:00;0;545454;24;0;Empleado;N;S;9000;180;1200;2;774;655;582;714;19536;13110;Ninguno;No aplica
1511;1078928;2015-09-18 00:00:00;1;NEW YORK;58;0;independiente;N;S;5000;877;1077;4;443;582;633;717;5153;5054;Correo;No contactado
1512;1058484;2016-11-18 00:00:00;0;NEW YORK;29;0;independiente;N;S;3125;300;440;0;690;768;831;501;12617;9115;Ninguno;No aplica
1513;1005946;2019-07-26 00:00:00;1;545454;46;0;Empleado;S;S;2500;350;866;4;464;563;688;918;6524;4857;Whatsapp;Sin gestión
1514;1018254;2017-10-31 00:00:00;0;NEW YORK;54;0;Pensionado;S;N;6400;100;500;0;607;744;523;778;7120;4812;Ninguno;No aplica
1515;1063572;2015-12-16 00:00:00;1;ATLANTHIC SOUTH;42;0;Pensionado;S;S;6250;505;1200;3;496;666;602;604;20048;19141;Correo;No contactado
1516;1067120;2018-05-03 00:00:00;1;ATLANTHIC SOUTH;33;0;Empleado;S;S;1875;250;800;1;494;666;646;689;7343;5760;Correo;No contactado
1517;1070235;2015-06-27 00:00:00;1;CHICAGO;68;0;independiente;S;S;8625;600;1000;1;576;597;668;699;10136;8931;SMS;Pago parcial
1518;1068398;2018-01-29 00:00:00;0;NEW ENGALND;44;0;independiente;S;N;9600;500;1500;0;732;562;558;767;27144;24590;Ninguno;No aplica
1519;1090340;2015-11-22 00:00:00;1;NEW YORK;32;0;independiente;S;S;6400;360;1000;2;449;608;641;526;6240;4187;SMS;Pago parcial
1520;1095424;2017-07-10 00:00:00;0;ATLANTHIC SOUTH;50;20;independiente;N;S;14000;6100;13000;0;793;743;600;625;5060;3627;Ninguno;No aplica
1521;1038200;2016-10-07 00:00:00;1;ATLANTHIC SOUTH;55;0;Pensionado;S;S;11250;3936;10800;0;561;575;573;562;14130;13059;Call center;Promesa de pago
1522;1059688;2017-07-07 00:00:00;0;NEW YORK;29;0;Empleado;S;N;6500;714;1015;0;729;785;668;644;23023;15693;Ninguno;No aplica
1523;1057460;2016-09-11 00:00:00;0;NEW ENGALND;37;0;Pensionado;S;S;5000;600;1400;2;689;732;704;627;27569;24728;Ninguno;No aplica
1524;1091057;2017-05-20 00:00:00;0;ATLANTHIC SOUTH;49;f;Empleado;S;S;6500;460;1500;1;652;714;709;677;17312;16801;Ninguno;No aplica
1525;1088578;2018-12-21 00:00:00;1;NEW YORK;52;0;independiente;S;S;7600;310;950;0;481;645;690;666;18350;14893;Whatsapp;Sin gestión
1526;1073483;2016-05-10 00:00:00;1;NEW YORK;31;0;Empleado;S;S;3750;351,8;1950;0;554;600;615;652;29354;25562;Whatsapp;Sin gestión
1527;1050219;2020-09-14 00:00:00;0;NEW YORK;44;0;Empleado;S;S;11400;430;1250;3;794;530;700;726;17418;15721;Ninguno;No aplica
1528;1019038;2017-10-10 00:00:00;0;ATLANTHIC SOUTH;48;0;Empleado;N;S;2800;840;1780;2;777;650;672;711;6252;5768;Ninguno;No aplica
1529;1055226;2016-07-27 00:00:00;1;NEW YORK;43;0;Empleado;N;N;3000;150;1000;0;476;652;659;770;25587;17848;SMS;Pago parcial
1530;1029368;2017-04-06 00:00:00;1;NEW YORK;56;0;Pensionado;S;S;7600;250;957;0;444;532;607;704;13363;7024;SMS;Pago parcial
1531;1058420;2017-03-19 00:00:00;0;ATLANTHIC SOUTH;48;0;independiente;S;S;6250;733,333;1625;0;707;667;615;619;14650;10269;Ninguno;No aplica
1532;1093135;2020-11-12 00:00:00;1;545454;41;0;Empleado;S;S;3750;750;1850;2;412;517;655;709;24933;20866;SMS;Pago parcial
1533;1019047;2020-03-08 00:00:00;1;NEW YORK;26;0;Pensionado;S;S;14500;360;1600;4;516;687;821;765;25581;18551;Whatsapp;Sin gestión
1534;1033628;2016-12-20 00:00:00;0;NEW YORK;48;0;independiente;S;S;3125;450;850;0;693;781;671;474;28393;24829;Ninguno;No aplica
1535;1095598;2019-08-25 00:00:00;1;545454;30;0;Pensionado;S;S;4000;500;1800;4;477;527;607;755;28051;19032;Call center;Promesa de pago
1536;1009863;2017-08-03 00:00:00;0;NEW YORK;31;0;Empleado;N;S;3750;160;500;0;620;689;592;698;23706;19377;Ninguno;No aplica
1537;1022960;2017-11-10 00:00:00;0;ATLANTHIC SOUTH;33;0;Pensionado;N;S;8750;190;350;4;726;639;616;676;21314;12644;Ninguno;No aplica
1538;1029484;2019-02-12 00:00:00;1;NEW YORK;28;0;independiente;S;S;7895;327;920;0;473;617;802;707;9090;7951;Whatsapp;Sin gestión
1539;1005408;2018-03-24 00:00:00;1;ATLANTHIC SOUTH;36;0;Pensionado;N;S;11875;800;1400;4;442;611;622;489;11960;9243;SMS;Pago parcial
1540;1047962;2018-04-03 00:00:00;1;545454;53;0;independiente;N;S;7500;300;2400;0;356;629;713;680;8004;4819;SMS;Pago parcial
1541;1050887;2018-09-03 00:00:00;0;NEW ENGALND;34;0;independiente;S;N;10000;338;1200;0;699;700;624;831;26520;17131;Ninguno;No aplica
1542;1005108;2017-03-23 00:00:00;0;NEW YORK;28;0;Empleado;S;S;5000;197;490;0;789;856;668;671;21713;18984;Ninguno;No aplica
1543;1038783;2018-05-18 00:00:00;1;NEW YORK;39;0;Pensionado;N;S;11600;470;3330;0;583;518;705;692;8640;6405;Call center;Promesa de pago
1544;1055042;2016-02-22 00:00:00;1;545454;20;0;Empleado;N;S;12000;205;1100;1;477;477;610;722;29366;17855;Correo;No contactado
1545;1000051;2019-10-24 00:00:00;0;NEW ENGALND;24;0;independiente;N;S;6400;300;1200;4;670;656;605;702;25491;25074;Ninguno;No aplica
1546;1084015;2017-04-15 00:00:00;1;ATLANTHIC SOUTH;25;0;independiente;N;N;11500;610;1890;0;523;486;766;779;6341;5438;Correo;No contactado
1547;1042671;2018-07-28 00:00:00;0;CHICAGO;49;0;Pensionado;S;S;8250;1294;1755,417;1;650;590;719;649;16855;16494;Ninguno;No aplica
1548;1050326;2016-09-26 00:00:00;0;CHICAGO;23;0;independiente;S;S;10500;1100;2070;4;715;620;705;708;29791;21257;Ninguno;No aplica
1549;1084648;2016-12-13 00:00:00;0;545454;21;0;Pensionado;N;S;9000;460;1200;1;738;625;705;821;5338;3937;Ninguno;No aplica
1550;1039790;2017-12-09 00:00:00;0;NEW ENGALND;38;0;Pensionado;S;N;7812;410;1200;4;761;623;682;761;10895;10339;Ninguno;No aplica
1551;1016238;2015-07-30 00:00:00;0;CHICAGO;57;0;Pensionado;N;S;7200;1196,25;2068;2;695;711;791;881;17254;13157;Ninguno;No aplica
1552;1006009;2018-12-25 00:00:00;1;CHICAGO;28;0;Pensionado;N;S;7200;1052,333;1777,77;0;490;550;653;661;24092;20566;Whatsapp;Sin gestión
1553;1068978;2015-08-01 00:00:00;1;545454;49;0;Empleado;S;S;8000;300;1200;2;456;569;690;871;16344;10233;Correo;No contactado
1554;1052140;2018-03-15 00:00:00;0;NEW YORK;26;0;Empleado;S;S;12500;800;1380;0;659;734;548;599;6750;4883;Ninguno;No aplica
1555;1010350;2017-05-24 00:00:00;0;NEW YORK;59;0;independiente;S;S;10500;600;1350;1;689;634;592;702;26988;15160;Ninguno;No aplica
1556;1095294;2017-07-01 00:00:00;0;NEW YORK;42;0;Empleado;N;S;3050;200;600;0;718;664;566;736;7421;4475;Ninguno;No aplica
1557;1061755;2015-09-12 00:00:00;1;CHICAGO;56;0;Empleado;N;N;11000;460;950;2;546;602;739;674;12119;6065;Correo;No contactado
1558;1048022;2017-08-01 00:00:00;0;ATLANTHIC SOUTH;33;0;Pensionado;S;S;6900;660;1500;0;660;564;471;678;10319;5362;Ninguno;No aplica
1559;1004745;2019-05-20 00:00:00;1;ATLANTHIC SOUTH;54;0;Empleado;N;S;3600;600;1500;0;575;437;622;802;20896;20659;Whatsapp;Sin gestión
1560;1056871;2016-06-21 00:00:00;1;545454;37;0;Empleado;S;N;3750;500;800;4;486;601;440;656;27993;17389;SMS;Pago parcial
1561;1073630;2015-07-11 00:00:00;0;ATLANTHIC SOUTH;38;0;Pensionado;S;S;8750;400;1000;0;699;710;592;820;26771;22264;Ninguno;No aplica
1562;1060609;2020-08-04 00:00:00;1;NEW ENGALND;32;0;independiente;N;S;7200;898;1301;2;463;704;616;595;16918;15557;Correo;No contactado
1563;1034850;2017-01-29 00:00:00;0;NEW YORK;34;0;Empleado;S;S;15100;1080,925;1980,33;0;579;689;747;845;25377;19676;Ninguno;No aplica
1564;1035511;2016-10-20 00:00:00;0;NEW YORK;34;0;Empleado;S;N;6250;200;700;0;744;729;678;760;29428;16967;Ninguno;No aplica
1565;1035208;2020-07-25 00:00:00;1;ATLANTHIC SOUTH;36;0;Pensionado;S;N;3600;250;550;0;537;568;592;712;18849;16287;SMS;Pago parcial
1566;1050652;2018-03-06 00:00:00;1;NEW YORK;42;0;Pensionado;S;S;11000;310;1200;0;486;598;725;684;29622;23701;Whatsapp;Sin gestión
1567;1006915;2016-09-20 00:00:00;1;NEW YORK;69;0;independiente;S;S;6000;260;800;0;503;680;651;674;9873;8546;SMS;Pago parcial
1568;1002203;2016-09-12 00:00:00;0;NEW YORK;41;0;Pensionado;N;S;6750;500;980;0;726;553;653;658;9806;8677;Ninguno;No aplica
1569;1065761;2020-10-31 00:00:00;1;ATLANTHIC SOUTH;38;0;Pensionado;S;S;4500;506,458;1987;0;422;605;566;716;13592;13425;SMS;Pago parcial
1570;1029570;2017-07-18 00:00:00;0;NEW YORK;40;0;Pensionado;S;S;5063;1537;2480;0;674;808;581;783;17182;13518;Ninguno;No aplica
1571;1066785;2019-12-30 00:00:00;1;545454;55;0;Pensionado;S;N;5650;290;1290;4;540;597;592;897;27297;18311;Whatsapp;Sin gestión
1572;1060378;2016-05-11 00:00:00;0;NEW YORK;34;0;independiente;N;S;11100;1073,75;1997,5;0;637;779;653;688;28508;23497;Ninguno;No aplica
1573;1091451;2017-02-08 00:00:00;1;ATLANTHIC SOUTH;41;0;Pensionado;S;N;9000;300;1300;4;515;542;655;644;24541;13110;SMS;Pago parcial
1574;1065208;2018-10-03 00:00:00;0;CHICAGO;29;0;Pensionado;N;S;8000;480;1400;3;632;678;758;621;21774;20657;Ninguno;No aplica
1575;1070320;2019-02-19 00:00:00;0;545454;31;0;independiente;S;S;8750;670;1700;1;723;682;677;654;17045;9540;Ninguno;No aplica
1576;1082828;2018-03-16 00:00:00;1;ATLANTHIC SOUTH;70;0;independiente;S;S;5200;250;1300;4;498;447;460;627;9430;6261;Correo;No contactado
1577;1052005;2015-08-06 00:00:00;1;CHICAGO;55;0;Pensionado;S;S;2500;318;1300;2;419;510;668;614;13820;12547;Correo;No contactado
1578;1070000;2017-11-16 00:00:00;0;NEW YORK;53;0;Pensionado;S;S;12400;1915;2500;0;758;614;548;859;29070;23217;Ninguno;No aplica
1579;1098227;2015-08-29 00:00:00;0;NEW YORK;22;0;Empleado;S;N;7500;563;1131;1;663;729;582;697;9232;6433;Ninguno;No aplica
1580;1089396;2017-08-02 00:00:00;0;545454;36;0;Empleado;N;N;11250;650;1175;3;659;732;593;595;16122;11877;Ninguno;No aplica
1581;1015425;2016-10-21 00:00:00;1;ATLANTHIC SOUTH;43;0;Pensionado;S;S;4375;680;2300;3;510;599;604;793;20023;18567;Correo;No contactado
1582;1059683;2019-12-02 00:00:00;0;NEW YORK;65;0;Pensionado;S;S;2500;2050;1900;3;757;729;554;564;13007;8715;Ninguno;No aplica
1583;1012002;2018-02-02 00:00:00;1;CHICAGO;60;0;independiente;S;N;10810;350;750;1;449;570;664;621;22905;21412;Correo;No contactado
1584;1028595;2019-12-11 00:00:00;0;NEW ENGALND;53;0;Empleado;S;S;5000;400;1000;4;703;752;551;598;14018;7627;Ninguno;No aplica
1585;1056200;2016-11-09 00:00:00;0;NEW YORK;32;0;independiente;S;S;11875;730;2000;0;721;681;675;819;6500;5775;Ninguno;No aplica
1586;1018698;2020-02-22 00:00:00;0;ATLANTHIC SOUTH;28;0;Empleado;N;S;13049;1467;2835;0;735;683;807;647;11737;10842;Ninguno;No aplica
1587;1054536;2020-03-04 00:00:00;0;NEW YORK;35;0;independiente;S;S;7200;403;800;3;709;664;557;450;8294;4901;Ninguno;No aplica
1588;1013896;2016-05-21 00:00:00;1;545454;24;0;independiente;S;S;9000;482;1900;2;482;621;630;829;26469;18930;SMS;Pago parcial
1589;1073017;2018-09-22 00:00:00;1;NEW YORK;39;0;independiente;S;N;15625;200;1200;0;459;555;473;692;23803;13871;Correo;No contactado
1590;1094732;2017-07-02 00:00:00;0;NEW YORK;57;0;Empleado;S;S;12800;820;2250;0;704;739;629;504;24426;20843;Ninguno;No aplica
1591;1094064;2017-10-12 00:00:00;0;ATLANTHIC SOUTH;46;0;Empleado;S;S;12500;993;2000;0;646;612;695;641;9497;7291;Ninguno;No aplica
1592;1092945;2019-03-07 00:00:00;0;NEW YORK;21;0;independiente;S;S;8500;100;450;0;554;614;700;717;22850;18684;Ninguno;No aplica
1593;1085256;2019-02-23 00:00:00;0;545454;60;0;independiente;S;S;6300;1000;2200;0;722;721;655;706;24945;14923;Ninguno;No aplica
1594;1081132;2017-01-10 00:00:00;1;CHICAGO;50;0;Pensionado;S;S;6250;1100;1800;2;545;575;712;882;5614;3401;SMS;Pago parcial
1595;1008167;2016-09-23 00:00:00;0;545454;42;0;Pensionado;S;S;3200;412;1500;2;582;653;828;593;26776;13944;Ninguno;No aplica
1596;1022723;2018-01-03 00:00:00;1;NEW YORK;66;0;Pensionado;N;S;8000;600;1850;4;450;633;770;724;29077;19221;Call center;Promesa de pago
1597;1098723;2016-09-10 00:00:00;1;ATLANTHIC SOUTH;58;0;independiente;N;S;12375;900;2576;2;531;544;613;657;14374;11210;SMS;Pago parcial
1598;1008378;2017-08-20 00:00:00;1;545454;56;0;Empleado;N;N;10000;500;955;4;603;568;548;581;24607;22859;Correo;No contactado
1599;1064723;2019-04-27 00:00:00;1;NEW YORK;42;20;independiente;S;S;8000;400;1600;4;501;664;622;800;28522;23772;Call center;Promesa de pago
1600;1026404;2016-12-21 00:00:00;1;NEW YORK;45;0;Empleado;S;S;9500;670;2000;0;464;672;584;762;7667;5503;Whatsapp;Sin gestión
1601;1087225;2019-12-13 00:00:00;1;CHICAGO;41;0;Empleado;N;N;15000;800;2900;3;491;674;682;746;29364;28676;SMS;Pago parcial
1602;1057271;2020-06-17 00:00:00;0;NEW YORK;38;0;Empleado;N;S;3750;200;666;0;769;663;567;708;18409;15825;Ninguno;No aplica
1603;1055452;2016-10-29 00:00:00;0;NEW YORK;38;0;independiente;S;S;1250;200;666;0;668;754;645;608;21514;20763;Ninguno;No aplica
1604;1082409;2020-09-01 00:00:00;0;ATLANTHIC SOUTH;39;10;Empleado;S;S;6800;400;1400;1;660;623;709;579;7983;6097;Ninguno;No aplica
1605;1069501;2019-04-25 00:00:00;0;CHICAGO;48;0;Pensionado;S;N;10000;325;1100;0;676;626;643;673;25662;16153;Ninguno;No aplica
1606;1053265;2017-08-02 00:00:00;0;545454;65;0;independiente;S;S;6250;500;1000;2;652;539;584;775;28510;15008;Ninguno;No aplica
1607;1024516;2018-10-21 00:00:00;1;545454;36;0;Empleado;S;S;5600;250;575;0;506;680;732;865;17651;15234;Correo;No contactado
1608;1023840;2017-03-30 00:00:00;1;545454;62;0;Pensionado;S;S;10000;700;1900;4;581;528;518;792;13230;7417;Correo;No contactado
1609;1050906;2020-03-20 00:00:00;0;ATLANTHIC SOUTH;46;0;independiente;S;S;16250;811;1300;1;716;672;627;673;29078;18941;Ninguno;No aplica
1610;1082466;2018-06-11 00:00:00;1;545454;36;0;independiente;S;S;3125;530;1680;1;487;525;647;744;11640;8919;Correo;No contactado
1611;1028075;2015-11-15 00:00:00;1;545454;53;0;independiente;S;S;8000;1450;3875;4;485;622;651;721;16779;13125;Whatsapp;Sin gestión
1612;1024511;2017-04-23 00:00:00;0;NEW YORK;47;0;Pensionado;S;S;11400;250;1200;1;622;657;663;578;26852;21489;Ninguno;No aplica
1613;1097387;2015-09-14 00:00:00;1;ATLANTHIC SOUTH;47;0;Empleado;N;S;10000;900;1800;3;544;502;693;722;20317;11847;Call center;Promesa de pago
1614;1037711;2018-07-27 00:00:00;0;ATLANTHIC SOUTH;35;0;Empleado;N;S;7200;450;900;1;696;706;648;550;22304;15387;Ninguno;No aplica
1615;1046856;2016-11-22 00:00:00;0;545454;30;0;independiente;S;S;6750;617;1100;0;691;594;624;659;12564;10159;Ninguno;No aplica
1616;1055627;2015-06-29 00:00:00;1;NEW YORK;37;0;Pensionado;S;N;12500;250;800;0;660;530;621;867;20520;20210;Call center;Promesa de pago
1617;1080118;2019-08-03 00:00:00;1;NEW ENGALND;32;0;Empleado;S;S;12500;350;1500;0;515;454;607;794;18737;16185;Correo;No contactado
1618;1082368;2018-11-07 00:00:00;1;545454;64;0;independiente;S;S;9300;750;1424;0;462;495;705;637;14323;13769;SMS;Pago parcial
1619;1023859;2016-09-09 00:00:00;0;ATLANTHIC SOUTH;27;0;independiente;N;S;8750;400;1400;3;679;691;605;663;20229;17824;Ninguno;No aplica
1620;1013055;2020-10-27 00:00:00;0;NEW ENGALND;22;0;independiente;S;N;3400;320;1400;2;757;562;709;595;16713;13301;Ninguno;No aplica
1621;1087602;2018-11-14 00:00:00;1;545454;40;0;independiente;N;N;11250;700;1330;0;506;491;651;714;13502;8047;Correo;No contactado
1622;1002716;2016-12-19 00:00:00;0;545454;59;0;independiente;N;N;6250;585;978;4;628;680;614;764;24625;20521;Ninguno;No aplica
1623;1034084;2016-04-16 00:00:00;1;CHICAGO;26;0;Pensionado;N;N;11250;350;900;1;546;547;693;779;5545;4501;Correo;No contactado
1624;1062426;2018-09-18 00:00:00;1;NEW ENGALND;34;0;Empleado;N;S;12000;500;1200;1;467;700;599;944;9346;7488;SMS;Pago parcial
1625;1062646;2016-10-10 00:00:00;0;ATLANTHIC SOUTH;43;0;independiente;N;S;3125;756;1400;4;794;790;695;777;14996;11170;Ninguno;No aplica
1626;1023635;2017-05-12 00:00:00;1;NEW YORK;42;0;Empleado;S;S;5000;300;1300;3;554;528;665;738;20775;15879;Correo;No contactado
1627;1001270;2019-10-29 00:00:00;1;NEW ENGALND;39;0;independiente;S;S;13000;300;800;4;478;613;608;781;18919;12623;Whatsapp;Sin gestión
1628;1042066;2018-01-03 00:00:00;0;ATLANTHIC SOUTH;41;0;independiente;S;S;3750;400;1500;4;764;725;687;652;8810;6693;Ninguno;No aplica
1629;1032788;2020-11-17 00:00:00;0;545454;43;0;Empleado;S;S;3500;400;1500;0;703;644;688;569;12206;7309;Ninguno;No aplica
1630;1038650;2016-12-18 00:00:00;0;545454;30;0;Empleado;N;N;10000;550;1045;0;743;590;731;788;14005;12641;Ninguno;No aplica
1631;1023889;2019-10-20 00:00:00;1;545454;52;0;Empleado;S;S;12500;178;1000;2;524;579;718;811;21371;12671;Correo;No contactado
1632;1051602;2018-01-22 00:00:00;0;545454;56;0;independiente;S;S;6250;500;1800;0;658;670;684;648;17316;9394;Ninguno;No aplica
1633;1049479;2016-07-08 00:00:00;1;545454;48;0;Empleado;S;S;14500;390;1400;0;468;554;571;745;23416;16816;Whatsapp;Sin gestión
1634;1040271;2016-11-10 00:00:00;1;545454;49;0;independiente;S;S;4000;1000;2500;0;551;607;821;832;13436;11141;Correo;No contactado
1635;1023195;2017-08-10 00:00:00;1;NEW YORK;62;0;independiente;S;S;8750;937;2500;0;483;535;552;796;17984;12928;Call center;Promesa de pago
1636;1016550;2015-12-10 00:00:00;0;ATLANTHIC SOUTH;52;0;Empleado;N;S;4000;480;980;0;680;611;716;538;5271;3365;Ninguno;No aplica
1637;1067191;2019-05-20 00:00:00;0;NEW YORK;63;0;independiente;S;S;7200;966,666;1675;2;652;687;680;692;24895;19395;Ninguno;No aplica
1638;1052127;2018-04-10 00:00:00;1;NEW YORK;66;0;Pensionado;S;S;12500;400;1100;1;521;603;568;705;23155;15595;SMS;Pago parcial
1639;1043943;2019-03-30 00:00:00;0;ATLANTHIC SOUTH;36;0;Pensionado;S;S;3500;550;1000;0;803;609;641;770;15616;15092;Ninguno;No aplica
1640;1084665;2019-07-02 00:00:00;1;NEW YORK;63;0;Empleado;S;S;5250;710;1600;0;447;636;644;813;9361;8999;Call center;Promesa de pago
1641;1017422;2018-09-25 00:00:00;0;ATLANTHIC SOUTH;44;0;independiente;S;S;5568;950;1770;2;701;574;741;789;12069;9066;Ninguno;No aplica
1642;1051980;2018-07-25 00:00:00;1;ATLANTHIC SOUTH;36;0;independiente;N;S;5000;750;1400;0;571;545;600;619;22304;14809;Correo;No contactado
1643;1062166;2019-03-17 00:00:00;0;545454;32;0;independiente;N;N;12000;450;2400;0;696;665;632;599;29574;25687;Ninguno;No aplica
1644;1036924;2019-11-17 00:00:00;0;545454;71;0;Empleado;S;S;5000;327;1820;4;723;642;486;770;8430;4370;Ninguno;No aplica
1645;1087552;2020-08-01 00:00:00;1;NEW ENGALND;58;0;independiente;S;S;6000;680;1400;0;447;546;771;667;25819;19039;Correo;No contactado
1646;1076255;2015-08-12 00:00:00;0;CHICAGO;56;0;Empleado;S;N;1600;500;900;4;721;792;575;533;17676;11810;Ninguno;No aplica
1647;1086696;2018-03-18 00:00:00;1;CHICAGO;33;0;independiente;N;S;11250;450;1200;2;491;529;673;768;15816;15188;Whatsapp;Sin gestión
1648;1056603;2017-05-18 00:00:00;0;CHICAGO;44;0;Empleado;S;N;12500;1560;2600;0;749;826;643;621;25144;12723;Ninguno;No aplica
1649;1069580;2016-02-26 00:00:00;1;NEW YORK;27;0;Pensionado;N;S;7500;500;1500;0;559;606;643;881;7050;5474;Correo;No contactado
1650;1067705;2017-03-07 00:00:00;1;ATLANTHIC SOUTH;69;0;Pensionado;N;S;5400;500;1400;0;629;586;707;747;16692;14528;Correo;No contactado
1651;1076465;2015-06-23 00:00:00;1;ATLANTHIC SOUTH;45;0;Pensionado;S;S;2500;2000;3200;4;529;609;767;734;6165;4578;Correo;No contactado
1652;1010646;2017-06-19 00:00:00;0;NEW ENGALND;27;0;Empleado;S;S;10000;220;915;1;716;832;668;637;29951;16254;Ninguno;No aplica
1653;1087493;2016-04-20 00:00:00;1;545454;30;0;independiente;N;S;8000;285;628;1;510;520;696;863;7033;6936;Call center;Promesa de pago
1654;1013794;2020-09-04 00:00:00;0;545454;38;0;independiente;S;S;11250;555;1400;0;682;613;673;702;27851;21139;Ninguno;No aplica
1655;1037775;2019-04-20 00:00:00;1;NEW YORK;42;0;Empleado;S;S;10125;500;850;3;517;535;721;683;5145;4152;Whatsapp;Sin gestión
1656;1023153;2017-01-29 00:00:00;1;NEW YORK;43;0;independiente;S;S;6250;360;800;0;485;582;618;649;19269;11914;Call center;Promesa de pago
